"","outfit","z.outfit","infit","z.infit","Zh"
"261",2.31100355311354,1.80260805618738,2.12870038875199,2.54302247322281,-1.19558977698384
"262",0.644659767565506,-0.124314380029771,0.965054464422232,0.11831760692742,-0.335793735841916
"263",0.306696999299995,-0.219355916625428,1.18895863442371,0.515931114380108,0.465441505161943
"264",0.965829720804842,0.295084384153284,1.07091912881913,0.312878315738818,-0.959458870808124
"265",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"266",0.44118645792796,-0.329773339103574,0.442657272003702,-0.951422282581911,-0.366763738501639
"267",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"268",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"269",0.462212548957229,-0.490428173211857,0.743254837867665,-0.384649575068374,-0.11715023119336
"270",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"271",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"272",1.4486236288937,0.747581115519617,2.20436061411644,1.39348510603165,-0.418178474702848
"273",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"274",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"275",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"276",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"277",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"278",1.79463929776118,0.927979572352287,1.62291113941396,0.873994505915156,-0.128024550097139
"279",0.613609192668693,-0.481869629479226,0.699695766506926,-0.76244336503495,0.462862388006898
"280",0.254103316488069,-0.306308085659668,0.650202306911496,0.18783819652822,-0.35715394926703
"281",1.07475938437928,0.342709849318758,1.37395560908137,0.93340578221765,0.39860415638709
"282",1.53363480202763,0.782975117214006,1.55915320379636,0.918223576266461,-1.36470302786002
"283",0.082643788018145,-0.725922555229801,0.255054218496681,-0.597955300190786,0.260091090748177
"284",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"285",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"286",0.390228779148982,-0.691737591487083,0.532724856696964,-1.00582658117418,-0.203676935923866
"287",0.379049083874425,-0.114703179400168,0.469642882534259,-0.426901236994662,-0.592117039800603
"288",0.306696999299995,-0.219355916625428,1.18895863442371,0.515931114380108,0.465441505161943
"289",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"290",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"291",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"292",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"293",0.683874690161398,0.219030468231596,1.42180730140235,0.710546734987551,0.225236659702533
"294",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"295",0.882667316461959,0.0740208390784046,1.12337024872697,0.421512454627447,-0.250318962256608
"296",1.23627719711447,0.558497234510303,1.37201927082717,0.749104372603552,-0.34459734493409
"297",0.306696999299995,-0.219355916625428,1.18895863442371,0.515931114380108,0.465441505161943
"298",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"299",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"300",0.719024156807047,-0.242533539352214,1.00581389220873,0.145246447277697,0.491717558066185
"301",1.06396365297637,0.515698089606537,2.70859114860106,1.30857916318619,-0.386231894812617
"302",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"303",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"304",0.462056680578604,-0.563895387963239,0.453156290750765,-1.30559593137631,-1.12520473967472
"305",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"306",3.28275592209712,2.943050619441,2.70543232807235,3.65282542567176,-2.65251126996979
"307",1.05872046280309,0.307774227627978,1.27554807906787,0.783996745054429,0.593000456453269
"308",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"309",0.384090516870771,-0.10792680572468,0.657655421096842,0.153946018527505,-0.42247240333261
"310",0.426609930308259,-0.146291064357354,0.88895671285364,0.0950651547619838,0.268784325022897
"311",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"312",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"313",0.756084679943837,0.282623384132559,0.911061531414879,0.263884291126179,-1.39867980317079
"314",1.2769518351669,0.582849337940272,0.632153916981322,-0.64433377402773,-0.567934060733997
"315",8.15002055581853,3.27523353009799,4.11414387217507,3.17598307479495,-3.50726857583767
"316",0.306696999299995,-0.219355916625428,1.18895863442371,0.515931114380108,0.465441505161943
"317",0.408552057103645,-0.468521341982156,0.598345672453865,-0.635106959444083,-0.0908909410390429
"318",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"319",0.476602287131369,-0.179847469005405,1.11101245776359,0.383992302118638,0.648191728164346
"320",1.23922963338191,0.577510834174029,1.13446257490965,0.485948606847582,-1.18135991816313
"321",0.303606530643649,-0.292353079393423,0.352709610011276,-0.881933983230819,-0.0508044656573126
"322",0.082643788018145,-0.725922555229801,0.255054218496681,-0.597955300190786,0.260091090748177
"323",1.97529692791491,1.80331410583286,1.9333763848229,2.36075672950794,-3.42155610234886
"324",1.54847760924308,1.05457945835334,1.56690559240943,1.55454613747479,-1.60834019305486
"325",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"326",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
"327",0.956142007200144,0.439922654592534,1.58133925391372,0.836526118519133,0.126061405689096
"328",1.50086493686161,0.84383811510515,1.56867941329496,1.29925820965219,-1.3823285500687
"329",0.0241395595590179,-1.03685637648063,0.0586197841951451,-0.825881333134696,0.650710059531525
